walk,num_returns,first_return,return_steps
0,1,2,2
1,0,-1,
2,0,-1,
3,2,66,66;68
4,2,2,2;10
5,0,-1,
6,0,-1,
7,0,-1,
8,1,4,4
9,0,-1,
10,1,2,2
11,0,-1,
12,1,4,4
13,0,-1,
14,0,-1,
15,1,2,2
16,0,-1,
17,0,-1,
18,1,38,38
19,2,96,96;98
20,0,-1,
21,0,-1,
22,0,-1,
23,1,2,2
24,0,-1,
25,0,-1,
26,0,-1,
27,1,2,2
28,2,12,12;14
29,0,-1,
30,0,-1,
31,0,-1,
32,0,-1,
33,1,2,2
34,0,-1,
35,0,-1,
36,0,-1,
37,0,-1,
38,1,2,2
39,0,-1,
40,0,-1,
41,2,2,2;6
42,0,-1,
43,2,6,6;8
44,0,-1,
45,1,6,6
46,1,160,160
47,0,-1,
48,0,-1,
49,0,-1,
50,0,-1,
51,1,2,2
52,0,-1,
53,0,-1,
54,0,-1,
55,0,-1,
56,2,16,16;18
57,1,6,6
58,0,-1,
59,0,-1,
60,0,-1,
61,0,-1,
62,0,-1,
63,0,-1,
64,0,-1,
65,0,-1,
66,0,-1,
67,0,-1,
68,0,-1,
69,0,-1,
70,0,-1,
71,1,64,64
72,0,-1,
73,0,-1,
74,0,-1,
75,1,2,2
76,0,-1,
77,0,-1,
78,0,-1,
79,1,2,2
80,0,-1,
81,1,26,26
82,0,-1,
83,0,-1,
84,0,-1,
85,0,-1,
86,0,-1,
87,1,2,2
88,1,266,266
89,2,2,2;6
90,2,12,12;22
91,2,2,2;20
92,0,-1,
93,0,-1,
94,0,-1,
95,0,-1,
96,0,-1,
97,0,-1,
98,1,2,2
99,0,-1,
100,0,-1,
101,0,-1,
102,0,-1,
103,1,562,562
104,1,2,2
105,0,-1,
106,0,-1,
107,1,24,24
108,0,-1,
109,0,-1,
110,0,-1,
111,0,-1,
112,0,-1,
113,0,-1,
114,0,-1,
115,1,2,2
116,0,-1,
117,0,-1,
118,0,-1,
119,2,30,30;32
120,0,-1,
121,1,10,10
122,0,-1,
123,0,-1,
124,0,-1,
125,0,-1,
126,0,-1,
127,0,-1,
128,0,-1,
129,0,-1,
130,0,-1,
131,0,-1,
132,0,-1,
133,1,2,2
134,1,258,258
135,0,-1,
136,0,-1,
137,0,-1,
138,0,-1,
139,1,2,2
140,1,7756,7756
141,0,-1,
142,0,-1,
143,0,-1,
144,0,-1,
145,0,-1,
146,0,-1,
147,1,2,2
148,0,-1,
149,1,26,26
150,0,-1,
151,1,6,6
152,0,-1,
153,1,2,2
154,0,-1,
155,1,4,4
156,0,-1,
157,0,-1,
158,1,30,30
159,0,-1,
160,0,-1,
161,1,28,28
162,0,-1,
163,1,1430,1430
164,0,-1,
165,0,-1,
166,0,-1,
167,0,-1,
168,0,-1,
169,0,-1,
170,3,20,20;28;30
171,0,-1,
172,0,-1,
173,0,-1,
174,1,4,4
175,0,-1,
176,0,-1,
177,1,2,2
178,0,-1,
179,0,-1,
180,0,-1,
181,0,-1,
182,0,-1,
183,0,-1,
184,2,8,8;10
185,0,-1,
186,1,4,4
187,2,2,2;4
188,0,-1,
189,0,-1,
190,0,-1,
191,1,2,2
192,0,-1,
193,0,-1,
194,0,-1,
195,0,-1,
196,1,2,2
197,0,-1,
198,0,-1,
199,1,4,4
200,0,-1,
201,0,-1,
202,0,-1,
203,0,-1,
204,0,-1,
205,1,42,42
206,0,-1,
207,0,-1,
208,0,-1,
209,0,-1,
210,0,-1,
211,2,2,2;34
212,0,-1,
213,0,-1,
214,0,-1,
215,0,-1,
216,1,6,6
217,0,-1,
218,0,-1,
219,0,-1,
220,0,-1,
221,0,-1,
222,0,-1,
223,0,-1,
224,0,-1,
225,0,-1,
226,1,2,2
227,1,38,38
228,1,2,2
229,2,9938,9938;9946
230,0,-1,
231,1,2,2
232,0,-1,
233,1,308,308
234,0,-1,
235,0,-1,
236,0,-1,
237,0,-1,
238,0,-1,
239,0,-1,
240,3,6,6;8;12
241,0,-1,
242,0,-1,
243,0,-1,
244,0,-1,
245,0,-1,
246,0,-1,
247,0,-1,
248,1,16,16
249,0,-1,
250,2,118,118;120
251,0,-1,
252,0,-1,
253,2,2,2;4
254,1,2,2
255,2,146,146;148
256,1,4,4
257,0,-1,
258,0,-1,
259,1,2,2
260,1,2,2
261,0,-1,
262,0,-1,
