walk,num_returns,first_return,return_steps
0,1,6,6
1,0,-1,
2,0,-1,
3,0,-1,
4,0,-1,
5,1,2,2
6,0,-1,
7,0,-1,
8,0,-1,
9,0,-1,
10,0,-1,
11,0,-1,
12,0,-1,
13,1,2,2
14,0,-1,
15,0,-1,
16,0,-1,
17,1,24,24
18,0,-1,
19,0,-1,
20,0,-1,
21,1,2,2
22,0,-1,
23,0,-1,
24,0,-1,
25,0,-1,
26,0,-1,
27,0,-1,
28,0,-1,
29,0,-1,
30,0,-1,
31,1,4,4
32,0,-1,
33,0,-1,
34,1,38,38
35,0,-1,
36,0,-1,
37,2,2,2;6
38,0,-1,
39,0,-1,
40,0,-1,
41,0,-1,
42,0,-1,
43,0,-1,
44,0,-1,
45,0,-1,
46,0,-1,
47,0,-1,
48,0,-1,
49,0,-1,
50,0,-1,
51,0,-1,
52,0,-1,
53,0,-1,
54,0,-1,
55,0,-1,
56,1,2,2
57,0,-1,
58,0,-1,
59,0,-1,
60,0,-1,
61,0,-1,
62,1,8,8
63,0,-1,
64,0,-1,
65,0,-1,
66,0,-1,
67,1,2,2
68,0,-1,
69,2,2,2;10
70,2,2,2;22
71,0,-1,
72,0,-1,
73,1,2,2
74,0,-1,
75,0,-1,
76,0,-1,
77,0,-1,
78,0,-1,
79,1,2,2
80,0,-1,
81,0,-1,
82,0,-1,
83,0,-1,
84,0,-1,
85,0,-1,
86,0,-1,
87,0,-1,
88,0,-1,
89,0,-1,
90,1,2,2
91,0,-1,
92,1,2,2
93,0,-1,
94,0,-1,
95,0,-1,
96,0,-1,
97,2,2,2;22
98,0,-1,
99,0,-1,
100,0,-1,
101,0,-1,
102,0,-1,
103,0,-1,
104,1,2,2
105,0,-1,
106,0,-1,
107,0,-1,
108,0,-1,
109,0,-1,
110,1,8,8
111,0,-1,
112,1,26,26
113,0,-1,
114,1,66,66
115,0,-1,
116,0,-1,
117,0,-1,
118,0,-1,
119,0,-1,
120,0,-1,
121,0,-1,
122,0,-1,
123,0,-1,
124,0,-1,
125,1,2,2
126,0,-1,
127,1,24,24
128,1,2,2
129,0,-1,
130,1,14,14
131,1,2,2
132,0,-1,
133,0,-1,
134,0,-1,
135,0,-1,
136,0,-1,
137,0,-1,
138,0,-1,
139,0,-1,
140,0,-1,
141,1,16,16
142,1,4,4
143,0,-1,
144,0,-1,
145,1,4,4
146,1,2,2
147,0,-1,
148,0,-1,
149,1,2,2
150,0,-1,
151,0,-1,
152,0,-1,
153,0,-1,
154,0,-1,
155,0,-1,
156,1,2,2
157,0,-1,
158,0,-1,
159,0,-1,
160,1,16,16
161,2,6,6;8
162,0,-1,
163,0,-1,
164,0,-1,
165,0,-1,
166,0,-1,
167,1,2,2
168,0,-1,
169,0,-1,
170,0,-1,
171,0,-1,
172,2,2,2;6
173,0,-1,
174,0,-1,
175,0,-1,
176,0,-1,
177,0,-1,
178,0,-1,
179,1,24,24
180,0,-1,
181,0,-1,
182,0,-1,
183,0,-1,
184,0,-1,
185,2,4,4;60
186,0,-1,
187,0,-1,
188,0,-1,
189,0,-1,
190,0,-1,
191,0,-1,
192,1,12,12
193,0,-1,
194,3,2,2;4;6
195,0,-1,
196,0,-1,
197,0,-1,
198,0,-1,
199,0,-1,
200,1,38,38
201,0,-1,
202,0,-1,
203,1,2,2
204,0,-1,
205,0,-1,
206,0,-1,
207,0,-1,
208,0,-1,
209,0,-1,
210,1,2,2
211,0,-1,
212,1,4,4
213,1,2,2
214,1,4,4
215,0,-1,
216,0,-1,
217,0,-1,
218,0,-1,
219,0,-1,
220,0,-1,
221,0,-1,
222,0,-1,
223,1,10,10
224,0,-1,
225,1,30,30
226,1,30,30
227,0,-1,
228,0,-1,
229,0,-1,
230,0,-1,
231,0,-1,
232,0,-1,
233,1,4,4
234,0,-1,
235,1,2,2
236,0,-1,
237,1,6,6
238,0,-1,
239,0,-1,
240,1,2,2
241,0,-1,
242,0,-1,
243,0,-1,
244,0,-1,
245,0,-1,
246,0,-1,
247,1,4,4
248,1,16,16
249,0,-1,
250,0,-1,
251,0,-1,
252,0,-1,
253,0,-1,
254,0,-1,
255,0,-1,
256,0,-1,
257,3,30,30;32;34
258,0,-1,
259,1,92,92
260,0,-1,
261,0,-1,
262,0,-1,
263,1,2,2
264,0,-1,
265,0,-1,
266,0,-1,
267,2,2,2;4
268,0,-1,
269,0,-1,
270,1,6,6
271,0,-1,
272,0,-1,
273,2,2,2;24
274,0,-1,
275,0,-1,
276,0,-1,
277,1,16,16
278,0,-1,
279,0,-1,
280,1,2,2
281,0,-1,
282,2,4,4;8
283,0,-1,
284,0,-1,
285,0,-1,
286,0,-1,
287,1,4,4
