walk,num_returns,first_return,return_steps
0,0,-1,
1,0,-1,
2,0,-1,
3,0,-1,
4,0,-1,
5,1,2,2
6,0,-1,
7,1,2,2
8,0,-1,
9,0,-1,
10,0,-1,
11,0,-1,
12,0,-1,
13,1,2,2
14,0,-1,
15,0,-1,
16,0,-1,
17,0,-1,
18,0,-1,
19,0,-1,
20,0,-1,
21,1,162,162
22,0,-1,
23,0,-1,
24,0,-1,
25,0,-1,
26,1,2,2
27,0,-1,
28,0,-1,
29,1,2,2
30,0,-1,
31,0,-1,
32,0,-1,
33,1,2,2
34,0,-1,
35,0,-1,
36,0,-1,
37,0,-1,
38,0,-1,
39,0,-1,
40,0,-1,
41,0,-1,
42,1,4,4
43,0,-1,
44,0,-1,
45,1,4,4
46,1,2,2
47,0,-1,
48,0,-1,
49,1,108,108
50,0,-1,
51,1,2,2
52,0,-1,
53,0,-1,
54,0,-1,
55,0,-1,
56,0,-1,
57,1,2,2
58,0,-1,
59,0,-1,
60,0,-1,
61,1,2,2
62,0,-1,
63,0,-1,
64,0,-1,
65,0,-1,
66,2,12,12;16
67,0,-1,
68,2,6,6;22
69,1,4,4
70,0,-1,
71,0,-1,
72,0,-1,
73,0,-1,
74,0,-1,
75,0,-1,
76,0,-1,
77,0,-1,
78,0,-1,
79,0,-1,
80,0,-1,
81,1,2,2
82,1,2,2
83,0,-1,
84,0,-1,
85,0,-1,
86,0,-1,
87,1,2,2
88,0,-1,
89,0,-1,
90,0,-1,
91,0,-1,
92,0,-1,
93,0,-1,
94,0,-1,
95,0,-1,
96,0,-1,
97,0,-1,
98,0,-1,
99,0,-1,
100,1,2,2
101,1,2,2
102,0,-1,
103,0,-1,
104,0,-1,
105,0,-1,
106,0,-1,
107,1,2,2
108,1,92,92
109,0,-1,
110,0,-1,
111,0,-1,
112,0,-1,
113,0,-1,
114,0,-1,
115,1,4,4
116,0,-1,
117,0,-1,
118,0,-1,
119,0,-1,
120,0,-1,
121,0,-1,
122,2,2,2;6
123,0,-1,
124,0,-1,
125,0,-1,
126,0,-1,
127,0,-1,
128,0,-1,
129,1,2,2
130,0,-1,
131,0,-1,
132,0,-1,
133,0,-1,
134,3,6,6;14;16
135,0,-1,
136,1,2,2
137,0,-1,
138,0,-1,
139,0,-1,
140,0,-1,
141,0,-1,
142,0,-1,
143,0,-1,
144,1,2,2
145,0,-1,
146,1,338,338
147,0,-1,
148,1,4,4
149,0,-1,
150,1,4,4
151,0,-1,
152,0,-1,
153,0,-1,
154,0,-1,
155,0,-1,
156,0,-1,
157,0,-1,
158,1,24,24
159,0,-1,
160,0,-1,
161,0,-1,
162,0,-1,
163,2,4,4;88
164,1,2,2
165,1,134,134
166,0,-1,
167,0,-1,
168,1,4,4
169,0,-1,
170,0,-1,
171,0,-1,
172,1,6,6
173,0,-1,
174,0,-1,
175,0,-1,
176,0,-1,
177,0,-1,
178,0,-1,
179,0,-1,
180,0,-1,
181,0,-1,
182,0,-1,
183,0,-1,
184,0,-1,
185,1,2,2
186,0,-1,
187,0,-1,
188,0,-1,
189,0,-1,
190,0,-1,
191,0,-1,
192,0,-1,
193,0,-1,
194,0,-1,
195,0,-1,
196,0,-1,
197,0,-1,
198,0,-1,
199,0,-1,
200,0,-1,
201,0,-1,
202,0,-1,
203,1,2,2
204,1,96,96
205,0,-1,
206,4,2,2;14;16;24
207,0,-1,
208,0,-1,
209,0,-1,
210,0,-1,
211,1,26,26
212,0,-1,
213,2,2,2;4
214,1,124,124
215,0,-1,
216,0,-1,
217,0,-1,
218,0,-1,
219,0,-1,
220,0,-1,
221,0,-1,
222,0,-1,
223,0,-1,
224,0,-1,
225,0,-1,
226,0,-1,
227,0,-1,
228,0,-1,
229,0,-1,
230,1,2,2
231,1,12,12
232,0,-1,
233,1,2,2
234,0,-1,
235,0,-1,
236,1,4,4
237,0,-1,
238,0,-1,
239,0,-1,
240,0,-1,
241,0,-1,
242,0,-1,
243,0,-1,
244,0,-1,
245,0,-1,
246,0,-1,
247,1,4,4
248,0,-1,
249,1,2,2
250,0,-1,
251,2,2,2;24
252,0,-1,
253,1,6,6
254,0,-1,
255,0,-1,
256,0,-1,
257,0,-1,
258,0,-1,
259,0,-1,
260,0,-1,
261,0,-1,
262,0,-1,
263,0,-1,
264,0,-1,
265,0,-1,
266,1,2,2
267,0,-1,
268,0,-1,
269,0,-1,
270,0,-1,
271,0,-1,
272,0,-1,
273,0,-1,
274,0,-1,
275,0,-1,
276,0,-1,
277,0,-1,
278,1,38,38
279,0,-1,
280,0,-1,
281,0,-1,
282,2,4,4;6
283,0,-1,
284,0,-1,
285,0,-1,
286,0,-1,
287,0,-1,
288,0,-1,
289,0,-1,
290,0,-1,
291,0,-1,
292,0,-1,
293,0,-1,
294,0,-1,
295,1,2,2
296,0,-1,
297,0,-1,
298,0,-1,
299,0,-1,
300,0,-1,
301,0,-1,
302,3,22,22;28;30
303,0,-1,
304,0,-1,
305,2,8,8;10
306,0,-1,
307,0,-1,
