walk,num_returns,first_return,return_steps
0,0,-1,
1,0,-1,
2,1,2,2
3,0,-1,
4,0,-1,
5,0,-1,
6,0,-1,
7,0,-1,
8,0,-1,
9,1,2,2
10,0,-1,
11,0,-1,
12,0,-1,
13,0,-1,
14,0,-1,
15,0,-1,
16,1,2,2
17,1,2,2
18,0,-1,
19,0,-1,
20,1,74,74
21,1,6,6
22,0,-1,
23,0,-1,
24,0,-1,
25,0,-1,
26,0,-1,
27,1,2,2
28,0,-1,
29,0,-1,
30,0,-1,
31,1,6,6
32,1,4,4
33,2,2,2;18
34,0,-1,
35,0,-1,
36,0,-1,
37,0,-1,
38,1,2,2
39,1,2,2
40,0,-1,
41,0,-1,
42,0,-1,
43,0,-1,
44,0,-1,
45,0,-1,
46,0,-1,
47,0,-1,
48,0,-1,
49,0,-1,
50,1,4,4
51,0,-1,
52,0,-1,
53,0,-1,
54,0,-1,
55,0,-1,
56,0,-1,
57,0,-1,
58,0,-1,
59,2,2,2;6
60,0,-1,
61,1,8,8
62,0,-1,
63,0,-1,
64,0,-1,
65,0,-1,
66,3,6,6;12;14
67,0,-1,
68,0,-1,
69,0,-1,
70,1,4,4
71,0,-1,
72,0,-1,
73,0,-1,
74,0,-1,
75,0,-1,
76,1,2,2
77,0,-1,
78,2,2,2;8
79,0,-1,
80,0,-1,
81,0,-1,
82,1,2,2
83,0,-1,
84,0,-1,
85,1,2,2
86,3,40,40;664;666
87,1,2,2
88,0,-1,
89,0,-1,
90,2,4,4;736
91,0,-1,
92,0,-1,
93,1,20,20
94,0,-1,
95,2,2,2;12
96,0,-1,
97,0,-1,
98,0,-1,
99,1,2,2
100,3,4,4;58;62
101,0,-1,
102,0,-1,
103,0,-1,
104,0,-1,
105,0,-1,
106,0,-1,
107,0,-1,
108,0,-1,
109,0,-1,
110,0,-1,
111,0,-1,
112,0,-1,
113,0,-1,
114,0,-1,
115,0,-1,
116,0,-1,
117,0,-1,
118,0,-1,
119,0,-1,
120,1,4,4
121,0,-1,
122,0,-1,
123,0,-1,
124,0,-1,
125,0,-1,
126,0,-1,
127,0,-1,
128,1,2,2
129,0,-1,
130,2,2,2;4
131,0,-1,
132,0,-1,
133,1,1660,1660
134,1,8,8
135,2,340,340;342
136,0,-1,
137,0,-1,
138,0,-1,
139,1,88294,88294
140,3,2,2;4;12
141,0,-1,
142,1,2,2
143,1,10,10
144,1,2,2
145,1,2,2
146,0,-1,
147,0,-1,
148,1,2,2
149,0,-1,
150,1,2,2
151,0,-1,
152,2,2,2;24
153,1,56,56
154,0,-1,
155,2,2,2;6
156,0,-1,
157,1,2,2
158,1,12,12
159,0,-1,
160,1,30,30
161,1,6,6
162,0,-1,
163,0,-1,
164,2,4,4;8
165,0,-1,
166,0,-1,
167,0,-1,
168,0,-1,
169,0,-1,
170,2,14,14;16
171,0,-1,
172,0,-1,
173,0,-1,
174,0,-1,
175,0,-1,
176,0,-1,
177,0,-1,
178,0,-1,
179,0,-1,
180,0,-1,
181,0,-1,
182,0,-1,
183,2,2,2;4
184,1,4,4
185,0,-1,
186,0,-1,
187,0,-1,
188,0,-1,
189,0,-1,
190,1,2,2
191,0,-1,
192,0,-1,
193,0,-1,
194,0,-1,
195,2,2,2;8
196,0,-1,
197,0,-1,
198,0,-1,
199,0,-1,
200,0,-1,
201,2,2,2;4
202,0,-1,
203,2,2,2;6
204,0,-1,
205,2,2,2;4
206,0,-1,
207,0,-1,
208,0,-1,
209,1,52,52
210,0,-1,
211,1,2,2
212,1,54,54
213,0,-1,
214,0,-1,
215,1,98,98
216,2,2,2;6
217,0,-1,
218,0,-1,
219,0,-1,
220,0,-1,
221,0,-1,
222,2,2,2;22
223,1,4,4
224,0,-1,
225,1,2,2
226,0,-1,
227,0,-1,
228,0,-1,
229,0,-1,
230,0,-1,
231,0,-1,
232,0,-1,
233,0,-1,
234,0,-1,
235,0,-1,
236,0,-1,
237,0,-1,
238,1,2,2
239,0,-1,
240,0,-1,
241,0,-1,
242,0,-1,
243,0,-1,
244,0,-1,
245,1,2,2
246,0,-1,
247,0,-1,
248,0,-1,
249,0,-1,
250,0,-1,
251,0,-1,
252,0,-1,
253,0,-1,
254,4,34,34;36;38;52
255,0,-1,
256,0,-1,
257,0,-1,
258,0,-1,
259,0,-1,
260,1,120,120
261,0,-1,
262,0,-1,
263,0,-1,
264,0,-1,
265,1,4,4
266,0,-1,
267,0,-1,
268,1,4,4
269,1,2,2
270,0,-1,
271,0,-1,
272,0,-1,
273,0,-1,
274,0,-1,
275,0,-1,
276,1,2,2
277,0,-1,
278,0,-1,
279,0,-1,
280,0,-1,
281,1,2,2
282,0,-1,
283,0,-1,
284,0,-1,
285,1,2,2
286,0,-1,
287,1,2,2
288,2,2,2;46
289,0,-1,
290,0,-1,
291,0,-1,
292,2,12,12;30
293,0,-1,
294,0,-1,
295,0,-1,
296,3,2,2;38;172
297,3,2,2;4;6
298,0,-1,
299,0,-1,
300,1,2,2
301,0,-1,
302,0,-1,
